"","orig_url","domain"
"1081","https://t.co/BIkR8zzbhA","domain_304"
"1082","https://t.co/st5fGBLsYe","domain_305"
"1083","https://t.co/0uK0H9hOzn","domain_2"
"1084","https://t.co/H7lDx29aba","domain_303"
"1085","https://t.co/f5Ylp7pfN7","domain_2"
"1086","https://t.co/6OQaZmQa3L","domain_306"
"1087","https://t.co/Jq2iB1Ob1X","domain_13"
"1088","https://t.co/bIRKbje23e","domain_305"
"1089","https://t.co/buZWJmW49e","domain_2"
"1090","https://t.co/Wj5EMRNkYi","domain_307"
"1091","https://t.co/aA47AXC6sr","domain_143"
"1092","https://t.co/fz5axahPVr","domain_2"
"1093","https://t.co/bDN2FDPdAz","domain_308"
"1094","https://t.co/9hKXxBB82O","domain_13"
"1095","https://t.co/d2i9bL89Zo","domain_309"
"1096","https://t.co/SkUQMJq7g2","domain_4"
"1097","https://t.co/DunMvj7ITl","domain_305"
"1098","https://t.co/RgdrJv63hF","domain_2"
"1099","https://t.co/cVGJFPBtrn","domain_305"
"1100","https://t.co/UgYeGkFs4x","domain_2"
"1101","https://t.co/fL8gCi84Aj","domain_305"
"1102","https://t.co/dVONWIv3l1","domain_2"
"1103","https://t.co/oJoecW29qa","domain_310"
"1104","https://t.co/TltY2Mumco","domain_305"
"1105","https://t.co/672bY6OOjn","domain_311"
"1106","https://t.co/N5IHOfDpD4","domain_311"
"1107","https://t.co/flSa8mlDSn","domain_2"
"1108","https://t.co/kL4R1ccWct","domain_2"
"1109","https://t.co/iGXRqPoTm7","domain_2"
"1110","https://t.co/3kPBU6hGt5","domain_43"
"1111","https://t.co/dUVUzhMVUT","domain_2"
"1112","https://t.co/mFJxh4p51U","domain_43"
"1113","https://t.co/2z8UbsY5M8","domain_2"
"1114","https://t.co/fQj0SqU3lG","domain_43"
"1115","https://t.co/Tu9cgLmgVR","domain_43"
"1116","https://t.co/ZlBOeMXo2T","domain_2"
"1117","https://t.co/3FZIDHQrK3","domain_2"
"1118","https://t.co/MjTN3qbgOS","domain_312"
"1119","https://t.co/x9MDHocpda","domain_43"
"1120","https://t.co/EI1K01zAb3","domain_2"
"1121","https://t.co/hHsN0VnYKs","domain_43"
"1122","https://t.co/6odNBttPSq","domain_313"
"1123","https://t.co/XclNBVvfSi","domain_14"
"1124","https://t.co/LadH9Oo086","domain_33"
"1125","https://t.co/wyMrtwsZHU","domain_2"
"1126","https://t.co/uaGsSzMu9w","domain_2"
"1127","https://t.co/CFXhQHvbVB","domain_2"
"1128","https://t.co/7fQjvTd4GN","domain_2"
"1129","https://t.co/tBsTk5VqU0","domain_2"
"1130","https://t.co/SZX6v0bbjF","domain_2"
"1131","https://t.co/aN3W16c8F6","domain_4"
"1132","https://t.co/ycwAULQz3U","domain_13"
"1133","https://t.co/aSooPcYgwn","domain_27"
"1134","https://t.co/IoqM5bm1Dg","domain_2"
"1135","https://t.co/Z87zMi3Ozs","domain_2"
"1136","https://t.co/IlQ0wQj0Xs","domain_314"
"1137","https://t.co/aW1NYTpWJr","domain_2"
"1138","https://t.co/20B3PnQxMD","domain_2"
"1139","https://t.co/Fs4y1c9mNf","domain_2"
"1140","https://t.co/RaF732vRtt","domain_2"
"1141","https://t.co/mkJO8x2dKo","domain_2"
"1142","https://t.co/Pwd5L0GLkV","domain_315"
"1143","https://t.co/xqmaTI4GI6","domain_154"
"1144","https://t.co/iXjQG1sx6u","domain_2"
"1145","https://t.co/lJiiuuaTRC","domain_316"
"1146","https://t.co/EWnUnp8Hdo","domain_2"
"1147","https://t.co/QeIhvn3DNQ","domain_317"
"1148","https://t.co/TBhbuX6dc0","domain_318"
"1149","https://t.co/A3dSmbqkwu","domain_316"
"1150","https://t.co/7d7VweQ3eS","domain_316"
"1151","https://t.co/zADH87Pwml","domain_2"
"1152","https://t.co/X9OFV1kMv7","domain_319"
"1153","https://t.co/ACHBbiFQrQ","domain_320"
"1154","https://t.co/mUncapudDc","domain_2"
"1155","https://t.co/skvWN38HZ7","domain_2"
"1156","https://t.co/eJRme49rkD","domain_2"
"1157","https://t.co/S0usjQYIJe","domain_14"
"1158","https://t.co/acb0ryeNuo","domain_20"
"1159","https://t.co/SG1FTKaEgq","domain_2"
"1160","https://t.co/JHDqHfaTLJ","domain_2"
"1161","https://t.co/7NLEnCph8X","domain_321"
"1162","https://t.co/oi6CmAGASi","domain_2"
"1163","https://t.co/vI5oVsaHqL","domain_2"
"1164","https://t.co/TJGxDc3D5p","domain_33"
"1165","https://t.co/QZYeRMrQtW","domain_322"
"1166","https://t.co/N5AI9pQNjg","domain_322"
"1167","https://t.co/fKoJd0YqK0","domain_14"
"1168","https://t.co/sTW3Pg3T0o","domain_323"
"1169","https://t.co/SdNT3Dhs3W","domain_13"
"1170","https://t.co/tbbObvCotj","domain_324"
"1171","https://t.co/y7gHHYK05b","domain_2"
"1172","https://t.co/qHwE5K7xUW","domain_14"
"1173","https://t.co/D79laflys9","domain_325"
"1174","https://t.co/fCujsIOyQO","domain_326"
"1175","https://t.co/FQV47OB8gE","domain_14"
"1176","https://t.co/6QZXFK2LFS","domain_2"
"1177","https://t.co/Xqv6gzZMmN","domain_2"
"1178","https://t.co/ciHC8Nrc9h","domain_324"
"1179","https://t.co/n3VbTC6NCa","domain_14"
"1180","https://t.co/jOBVBvKFnZ","domain_2"
"1181","https://t.co/C8zPmZhTDE","domain_2"
"1182","https://t.co/MmZgpHNKNP","domain_13"
"1183","https://t.co/lleFHhggrL","domain_2"
"1184","https://t.co/wqUL8pG5Px","domain_2"
"1185","https://t.co/4ykXt3kd62","domain_2"
"1186","https://t.co/nBD5oT9iEW","domain_327"
"1187","https://t.co/5OQhQ8QUQV","domain_328"
"1188","https://t.co/BYy4dHrqyH","domain_2"
"1189","https://t.co/aFMKcFn1TL","domain_329"
"1190","https://t.co/8QqzYZIAqf","domain_2"
"1191","https://t.co/DMnr5Nkfo7","domain_330"
"1192","https://t.co/v7dCz5DJDj","domain_331"
"1193","https://t.co/ha3I0Etk5w","domain_2"
"1194","https://t.co/Id2vGZ6qew","domain_2"
"1195","https://t.co/N5vrFFRbo3","domain_2"
"1196","https://t.co/lW2FGlrgxB","domain_2"
"1197","https://t.co/tBX8cAKdrw","domain_4"
"1198","https://t.co/W2wtjyS599","domain_332"
"1199","https://t.co/OcAdC8vFyF","domain_89"
"1200","https://t.co/90L2lB5WMr","domain_333"
"1201","https://t.co/AJpnEBG803","domain_2"
"1202","https://t.co/xyg7JhRjoF","domain_2"
"1203","https://t.co/ZhRTcVU0Ff","domain_4"
"1204","https://t.co/s7NBowa7TP","domain_333"
"1205","https://t.co/3f7owdEcy7","domain_333"
"1206","https://t.co/moLL5vd8yD","domain_334"
"1207","https://t.co/lhdcpNZx6A","domain_2"
"1208","https://t.co/hbdo22nqPZ","domain_335"
"1209","https://t.co/IpGMF4TtDX","domain_129"
"1210","https://t.co/ugzu9iqPRW","domain_336"
"1211","https://t.co/P0fiZxmN5r","domain_129"
"1212","https://t.co/xC5RJ36yv2","domain_337"
"1213","https://t.co/hskl0Vq2D2","domain_338"
"1214","https://t.co/Gi2P9TUVBI","domain_2"
"1215","https://t.co/YX1UKbmTqB","domain_2"
"1216","https://t.co/nzN5nTPn75","domain_339"
"1217","https://t.co/zh6AusFbwh","domain_340"
"1218","https://t.co/moLL5vd8yD","domain_334"
"1219","https://t.co/FP64YOSJwx","domain_284"
"1220","https://t.co/moLL5vd8yD","domain_334"
"1221","https://t.co/E1wrVyZFKV","domain_129"
"1222","https://t.co/moLL5vd8yD","domain_334"
"1223","https://t.co/moLL5vd8yD","domain_334"
"1224","https://t.co/8c3fPloxcr","domain_341"
"1225","https://t.co/cBGZ9xuN2k","domain_341"
"1226","https://t.co/GH2VKb1zu5","domain_143"
"1227","https://t.co/0SmhjXWcbo","domain_2"
"1228","https://t.co/A5GNzbuSqq","domain_2"
"1229","https://t.co/YL67DKf4tb","domain_2"
"1230","https://t.co/pe2D3HCsNI","domain_2"
"1231","https://t.co/9AasSFrdP1","domain_2"
"1232","https://t.co/RgPeM2TQej","domain_342"
"1233","https://t.co/J4fSDPfA63","domain_2"
"1234","https://t.co/ESsxzdTcQJ","domain_2"
"1235","https://t.co/iW1sDopMvR","domain_2"
"1236","https://t.co/MjoeeBDLXn","domain_2"
"1237","https://t.co/fvEn1ex0PS","domain_2"
"1238","https://t.co/LvOlNtSWDZ","domain_2"
"1239","https://t.co/fmu0fnuMxf","domain_2"
"1240","https://t.co/AgGRyhVXKr","domain_2"
"1241","https://t.co/yAvL49DoOF","domain_14"
"1242","https://t.co/BhsUxVq6NF","domain_307"
"1243","https://t.co/oCtnPyUEei","domain_343"
"1244","https://t.co/LgqmdnaVDf","domain_2"
"1245","https://t.co/EVEdsU5PB0","domain_4"
"1246","https://t.co/yoHVuwuMZS","domain_229"
"1247","https://t.co/9jEUU86Koi","domain_2"
"1248","https://t.co/H9vmMDEbDx","domain_30"
"1249","https://t.co/jpU3es746I","domain_344"
"1250","https://t.co/Nq89drydbU","domain_4"
"1251","https://t.co/TZIolfTe5i","domain_43"
"1252","https://t.co/IpQCCT5hGC","domain_33"
"1253","https://t.co/oofPEfRh3r","domain_2"
"1254","https://t.co/lMA39ZRWoY","domain_345"
"1255","https://t.co/eCMUjkKqX1","domain_27"
"1256","https://t.co/cuFGVupKzi","domain_346"
"1257","https://t.co/oIfN28HpCS","domain_27"
"1258","https://t.co/PVd2fYBa0q","domain_13"
"1259","https://t.co/xrG0FacL6T","domain_347"
"1260","https://t.co/Z0UGKqi6kM","domain_348"
"1261","https://t.co/fnmJE8GF7m","domain_349"
"1262","https://t.co/nYe8ae2ifr","domain_2"
"1263","https://t.co/NqL21ajmiv","domain_229"
"1264","https://t.co/18xQ3FmuGE","domain_350"
"1265","https://t.co/Tm9ZBHJcyf","domain_2"
"1266","https://t.co/1Lk1EQwyUW","domain_351"
"1267","https://t.co/DUtYzQR2P7","domain_352"
"1268","https://t.co/Oznsxxvx","domain_113"
"1269","https://t.co/4A1fSwePpg","domain_2"
"1270","https://t.co/dlAub2nVtN","domain_114"
"1271","https://t.co/JSccX8k0jA","domain_2"
"1272","https://t.co/0RtxTT11jj","domain_2"
"1273","https://t.co/niV8x5Tbe0","domain_353"
"1274","https://t.co/t5HwUnjK7g","domain_105"
"1275","https://t.co/dBU30ObDxz","domain_2"
"1276","https://t.co/xRJA0XpL40","domain_2"
"1277","https://t.co/6m0YNJWbc9","domain_14"
"1278","https://t.co/fSx2H9XAkI","domain_26"
"1279","https://t.co/jbLrRNMdsM","domain_172"
"1280","https://t.co/nApviyGKYK","domain_2"
"1281","https://t.co/AnP9g6NjFd","domain_354"
"1282","https://t.co/8kjS7ZqAjS","domain_355"
"1283","https://t.co/5lNIdvoBff","domain_356"
"1284","https://t.co/ImugNXrEBN","domain_357"
"1285","https://t.co/c3W95h0ozZ","domain_358"
"1286","https://t.co/11dVqjVXPo","domain_356"
"1287","https://t.co/DXkt2Shuj2","domain_172"
"1288","https://t.co/4HM34lrUER","domain_359"
"1289","https://t.co/RH15gGSgQG","domain_114"
"1290","https://t.co/z3nEvGlUFm","domain_229"
"1291","https://t.co/MZk5UjlFCV","domain_2"
"1292","https://t.co/rTEuGB5Tnv","domain_105"
"1293","https://t.co/ys2bveKlxK","domain_229"
"1294","https://t.co/nrHURYSyPd","domain_360"
"1295","https://t.co/MRVXBZywd4","domain_361"
"1296","https://t.co/7fSn1GeWUX","domain_362"
"1297","https://t.co/q1GlK8plUD","domain_361"
"1298","https://t.co/BMxsndx14g","domain_307"
"1299","https://t.co/hHWv0EUDFv","domain_361"
"1300","https://t.co/bze47fzKUd","domain_363"
"1301","https://t.co/pNnUnrnqjA","domain_30"
"1302","https://t.co/gyQLAOz3l2","domain_30"
"1303","https://t.co/VFbW3NyO9L","domain_30"
"1304","https://t.co/oTsM38XMas","domain_361"
"1305","https://t.co/DFYaSVj7NF","domain_317"
"1306","https://t.co/kRvUmMtVY2","domain_2"
"1307","https://t.co/FK1L4noziG","domain_266"
"1308","https://t.co/eXZnmxbINJ","domain_1"
"1309","https://t.co/zxCORQ0A3a","domain_361"
"1310","https://t.co/2963y36LdF","domain_66"
"1311","https://t.co/hJ1BX8Bgu1","domain_307"
"1312","https://t.co/C5JuTFXBM9","domain_361"
"1313","https://t.co/6iMe8KJaCV","domain_1"
"1314","https://t.co/ykLruIMIsD","domain_361"
"1315","https://t.co/Ba4pUSvJLN","domain_4"
"1316","https://t.co/YS3WALzvjg","domain_307"
"1317","https://t.co/xrdwR8CDvM","domain_317"
"1318","https://t.co/fxtfFL4aXy","domain_364"
"1319","https://t.co/jkc0DIqvXC","domain_365"
"1320","https://t.co/MGYVGlENKS","domain_317"
"1321","https://t.co/1bEeGWRsis","domain_366"
"1322","https://t.co/drcuLIYp0T","domain_2"
"1323","https://t.co/rLFtjmHHvT","domain_317"
"1324","https://t.co/kxy56FR8vM","domain_1"
"1325","https://t.co/uKOZWID5k3","domain_2"
"1326","https://t.co/N3lNdJKYo3","domain_361"
"1327","https://t.co/jasWg2MwIi","domain_1"
"1328","https://t.co/qgk64YPN13","domain_367"
"1329","https://t.co/950xIJhnVH","domain_361"
"1330","https://t.co/q0OjWnY4Kc","domain_361"
"1331","https://t.co/4Yi4nuovbV","domain_262"
"1332","https://t.co/S0VgTkhW7V","domain_368"
"1333","https://t.co/PuE5xNZnQB","domain_2"
"1334","https://t.co/yr8knEpHGU","domain_369"
"1335","https://t.co/vjsAqPxngN","domain_14"
"1336","https://t.co/FId3z4X3s5","domain_368"
"1337","https://t.co/TBpQlYfYoT","domain_370"
"1338","https://t.co/hDcKePosqc","domain_2"
"1339","https://t.co/EnQgTbAxUj","domain_371"
"1340","https://t.co/dmrsYeiqZ3","domain_2"
"1341","https://t.co/ko0oz3RYFg","domain_372"
"1342","https://t.co/khatZh7agZ","domain_144"
"1343","https://t.co/64cyMG1lTG","domain_373"
"1344","https://t.co/r8cepRqxlE","domain_374"
"1345","https://t.co/VMf5LnxVzC","domain_2"
"1346","https://t.co/458DtR3ulx","domain_375"
"1347","https://t.co/blBVVpbw2z","domain_376"
"1348","https://t.co/05qooc9CbR","domain_2"
"1349","https://t.co/JCaGECQFH2","domain_376"
"1350","https://t.co/nH313ADkz4","domain_2"
"1351","https://t.co/4WeDZRSWbn","domain_361"
"1352","https://t.co/XPhZ3GoUhR","domain_279"
"1353","https://t.co/DctV1uJLHc","domain_377"
"1354","https://t.co/QOx1jNQSAU","domain_2"
"1355","https://t.co/XsPqdOrIqj","domain_376"
"1356","https://t.co/CQYvFR4UCy","domain_2"
"1357","https://t.co/XUyfZkZ4k0","domain_376"
"1358","https://t.co/YupKvDIh8m","domain_2"
"1359","https://t.co/1PFlM532mG","domain_376"
"1360","https://t.co/58qruGZvg0","domain_2"
"1361","https://t.co/vf6CKLmCSX","domain_378"
"1362","https://t.co/V1SFlLOWGh","domain_379"
"1363","https://t.co/QN4ZYISsPO","domain_376"
"1364","https://t.co/3VWp7wD56W","domain_2"
"1365","https://t.co/TWFWTxZ2dS","domain_26"
"1366","https://t.co/z9FDebg5Fm","domain_2"
"1367","https://t.co/mNkoYZ76Cp","domain_380"
"1368","https://t.co/qzdqRBr4Lh","domain_381"
"1369","https://t.co/DaqszZuBUb","domain_382"
"1370","https://t.co/MsKn6D3eKH","domain_382"
"1371","https://t.co/Om3ntQIh2m","domain_383"
"1372","https://t.co/6SAS3fuahA","domain_2"
"1373","https://t.co/enQaSCGFyw","domain_2"
"1374","https://t.co/PCiNc8ytFH","domain_2"
"1375","https://t.co/9Hq5miwXFU","domain_382"
"1376","https://t.co/w56CF75mXE","domain_382"
"1377","https://t.co/7K5SHaiqIw","domain_382"
"1378","https://t.co/uk7YwsvMgA","domain_384"
"1379","https://t.co/bzINn2wXHu","domain_382"
"1380","https://t.co/ouYLwuIXcs","domain_385"
"1381","https://t.co/2ZeV1Zyttg","domain_386"
"1382","https://t.co/rg3BndKXjX","domain_112"
"1383","https://t.co/Bq90pfzMrP","domain_2"
"1384","https://t.co/1cnw6NSka5","domain_387"
"1385","https://t.co/6suPThAece","domain_388"
"1386","https://t.co/vTP8i8QLEn","domain_21"
"1387","https://t.co/Li8otXt8hh","domain_389"
"1388","https://t.co/SkS5jCCrj2","domain_2"
"1389","https://t.co/7mEpKbF9E8","domain_386"
"1390","https://t.co/xcGzc45gys","domain_382"
"1391","https://t.co/pBclFsXRld","domain_390"
"1392","https://t.co/RN2MdghfO1","domain_2"
"1393","https://t.co/K2BzUaTUkS","domain_4"
"1394","https://t.co/JxUEPkmkRh","domain_2"
"1395","https://t.co/Jsf5OFB3m6","domain_391"
"1396","https://t.co/Hskd5MUosM","domain_2"
"1397","https://t.co/TW0SEv1N6C","domain_392"
"1398","https://t.co/tpW5gPmhQ4","domain_2"
"1399","https://t.co/J9UzIIQ3PX","domain_393"
"1400","https://t.co/Ro1aWWuDYE","domain_394"
"1401","https://t.co/6iD7CZvMEd","domain_2"
"1402","https://t.co/PAObgHv3C7","domain_395"
"1403","https://t.co/gne1fW0XHE","domain_396"
"1404","https://t.co/hiBDw7d7ja","domain_397"
"1405","https://t.co/ImULLBvUEd","domain_398"
"1406","https://t.co/9Lpf4V4hMq","domain_391"
"1407","https://t.co/ik8m4Yi9T4","domain_393"
"1408","https://t.co/rdD5Fe1qyJ","domain_105"
"1409","https://t.co/AAffnDCDNq","domain_399"
"1410","https://t.co/wMu2VUNCKe","domain_400"
"1411","https://t.co/7K9Rczd2O6","domain_20"
"1412","https://t.co/teGAjMR8iL","domain_2"
"1413","https://t.co/dTO0ULjxn3","domain_401"
"1414","https://t.co/QTIZcBWw7G","domain_300"
"1415","https://t.co/LzlJZZkCfa","domain_402"
"1416","https://t.co/FJddx43Ewj","domain_403"
"1417","https://t.co/81nEizeknm","domain_404"
"1418","https://t.co/ZvoBMDxHGP","domain_405"
"1419","https://t.co/ZyRR8DzJx6","domain_361"
"1420","https://t.co/iO7kUUg1uq","domain_307"
"1421","https://t.co/iO7kUUg1uq","domain_307"
"1422","https://t.co/Epca4OXAq2","domain_2"
"1423","https://t.co/yojKfQeJ6s","domain_2"
"1424","https://t.co/fj7p8A1hvM","domain_405"
"1425","https://t.co/NMgp7iMEIi","domain_2"
"1426","https://t.co/krGNNXj2sA","domain_406"
"1427","https://t.co/fKx4IH7kM1","domain_143"
"1428","https://t.co/n8VcxGyhQ8","domain_2"
"1429","https://t.co/iO7kUUg1uq","domain_307"
"1430","https://t.co/qEjEDwsFDG","domain_407"
"1431","https://t.co/2o7Eva1cOe","domain_408"
"1432","https://t.co/fHKhCqPl7j","domain_70"
"1433","https://t.co/szG0HsNJEw","domain_409"
"1434","https://t.co/XuUB2HBlI5","domain_410"
"1435","https://t.co/h5EPx2D1ga","domain_2"
"1436","https://t.co/4CPNBBZkzg","domain_105"
"1437","https://t.co/65xR1p9sOO","domain_411"
"1438","https://t.co/8PICbkDJM0","domain_410"
"1439","https://t.co/ju09z2y7g0","domain_412"
"1440","https://t.co/UP0hOCgGrj","domain_2"
"1441","https://t.co/t4AXZ7Kc3S","domain_413"
"1442","https://t.co/B77T2QxDCS","domain_228"
"1443","https://t.co/1xSSvGIMvb","domain_2"
"1444","https://t.co/ImTYgdS5qO","domain_172"
"1445","https://t.co/uhl0aKfvSm","domain_414"
"1446","https://t.co/WgmZmJ5imD","domain_363"
"1447","https://t.co/Pm2TNnFDWw","domain_415"
"1448","https://t.co/ijDePwuYNY","domain_416"
"1449","https://t.co/fU1Btuq1Et","domain_363"
"1450","https://t.co/48VG4RkSqT","domain_373"
"1451","https://t.co/9UFemKfIiv","domain_363"
"1452","https://t.co/ppEKbQDCNc","domain_2"
"1453","https://t.co/XyxTuACZvb","domain_2"
"1454","https://t.co/wmUTCDG36b","domain_363"
"1455","https://t.co/6SDTzSgElq","domain_417"
"1456","https://t.co/zhsLl7swBh","domain_418"
"1457","https://t.co/2c66Dctrg0","domain_419"
"1458","https://t.co/A6g0aRSztp","domain_2"
"1459","https://t.co/94GjsKUR0r","domain_420"
"1460","https://t.co/FzHJF8BXlD","domain_2"
"1461","https://t.co/2Fs649QdWX","domain_228"
"1462","https://t.co/kAL1s5mg2z","domain_56"
"1463","https://t.co/aftpebIkbO","domain_421"
"1464","https://t.co/Nb8yzecI6i","domain_172"
"1465","https://t.co/www.informationng.com","domain_113"
"1466","https://t.co/p","domain_422"
"1467","https://t.co/309943","domain_113"
"1468","https://t.co/XVaOQo4EgR","domain_2"
"1469","https://t.co/mEiSNKv5Tb","domain_172"
"1470","https://t.co/Mm5z32vKPC","domain_423"
"1471","https://t.co/SjE59U2nNm","domain_424"
"1472","https://t.co/BCPmVylSih","domain_2"
"1473","https://t.co/SxlfSNsPH0","domain_425"
"1474","https://t.co/qYn6KxJSTl","domain_426"
"1475","https://t.co/iD4QGqDnJQ","domain_26"
"1476","https://t.co/CZNXHuTASX","domain_427"
"1477","https://t.co/QYX5ThkRbH","domain_2"
"1478","https://t.co/AbnZQWlig1","domain_13"
"1479","https://t.co/bQ8Kyi7Gng","domain_428"
"1480","https://t.co/GNZwxQktAm","domain_2"
"1481","https://t.co/iHHRKG4V1S","domain_429"
"1482","https://t.co/aryU5qNgJJ","domain_2"
"1483","https://t.co/MMIyE1k8ZZ","domain_4"
"1484","https://t.co/dkNPK6FbE4","domain_306"
"1485","https://t.co/BiVShY4q1b","domain_2"
"1486","https://t.co/yf56oK7Pgp","domain_362"
"1487","https://t.co/fcTrAWJcYL","domain_43"
"1488","https://t.co/uHXODSc7Wi","domain_430"
"1489","https://t.co/Y8xFVJAlLr","domain_431"
"1490","https://t.co/qUUUN88czw","domain_2"
"1491","https://t.co/YvMpHd0z9X","domain_43"
"1492","https://t.co/GieSoMgWTR","domain_279"
"1493","https://t.co/NMFsgKf1Za","domain_305"
"1494","https://t.co/qePJ0Hwpay","domain_2"
"1495","https://t.co/lTYeFJdM3A","domain_432"
"1496","https://t.co/0La1aw9uUd","domain_2"
"1497","https://t.co/ocxBWGyFT8","domain_48"
"1498","https://t.co/iLdbeJe225","domain_433"
"1499","https://t.co/4Y4YtwhD74","domain_433"
"1500","https://t.co/Q5MlbODVm4","domain_48"
"1501","https://t.co/DNU5HWSxo2","domain_48"
"1502","https://t.co/tUARYIJpqU","domain_433"
"1503","https://t.co/sjXLlzOSW7","domain_433"
"1504","https://t.co/BAGEF9lFGT","domain_434"
"1505","https://t.co/bVxqA3Kfrx","domain_43"
"1506","https://t.co/CUVKf5YKAX","domain_433"
"1507","https://t.co/UNhqCQ6Bex","domain_2"
"1508","https://t.co/YFavM641OS","domain_2"
"1509","https://t.co/6bCIvdaEa0","domain_48"
"1510","https://t.co/tL41olpAkZ","domain_48"
"1511","https://t.co/YH5VETm0YZ","domain_433"
"1512","https://t.co/17Wgug8z0M","domain_435"
"1513","https://t.co/1uDz0NVOEH","domain_2"
"1514","https://t.co/dJztc7apf1","domain_436"
"1515","https://t.co/H6Ol73KZJg","domain_307"
"1516","https://t.co/Qfydu4PVGK","domain_2"
"1517","https://t.co/zz5UDiLrea","domain_2"
"1518","https://t.co/xsZx9MWXYp","domain_279"
"1519","https://t.co/NMFsgKf1Za","domain_305"
"1520","https://t.co/B9KUylcxg4","domain_433"
"1521","https://t.co/tl29LnU44O","domain_27"
"1522","https://t.co/gPrRZdpE4v","domain_4"
"1523","https://t.co/FW8ElbnAP7","domain_2"
"1524","https://t.co/hxM8C8e33D","domain_27"
"1525","https://t.co/HDv3ZirBCi","domain_129"
"1526","https://t.co/Twcds433YI","domain_2"
"1527","https://t.co/mx3HuxnXgX","domain_4"
"1528","https://t.co/l9MB2j5pXg","domain_20"
"1529","https://t.co/UAN05TNkSW","domain_339"
"1530","https://t.co/banrVjoTlf","domain_2"
"1531","https://t.co/l9MB2j5pXg","domain_20"
"1532","https://t.co/pW5DSt9ROz","domain_437"
"1533","https://t.co/c6lGtOTVSF","domain_4"
"1534","https://t.co/E9yfe3p7P1","domain_376"
"1535","https://t.co/8gZbGMMaa1","domain_2"
"1536","https://t.co/M9YdA5k6jf","domain_4"
"1537","https://t.co/6un7xC9Sve","domain_438"
"1538","https://t.co/dcxjIJtyYJ","domain_4"
"1539","https://t.co/nYeL2BUAro","domain_33"
"1540","https://t.co/2zGIUpn06T","domain_2"
"1541","https://t.co/iL4uLhrgTP","domain_439"
"1542","https://t.co/PfYH4Tzvk9","domain_307"
"1543","https://t.co/dJDeWd13wR","domain_440"
"1544","https://t.co/AxVqldTeHC","domain_441"
"1545","https://t.co/000siJjL3t","domain_33"
"1546","https://t.co/JlUJsHCvoA","domain_2"
"1547","https://t.co/MjFdCrjs8j","domain_442"
"1548","https://t.co/FWj9CcYw6k","domain_443"
"1549","https://t.co/pqds20yrJs","domain_13"
"1550","https://t.co/sgXb6E5Yda","domain_307"
"1551","https://t.co/mUYWttEdl6","domain_444"
"1552","https://t.co/lEM5Z1NFk3","domain_4"
"1553","https://t.co/wOx3VpRixQ","domain_2"
"1554","https://t.co/a2aeDAK7r0","domain_4"
"1555","https://t.co/bP597YDs2b","domain_14"
"1556","https://t.co/OXRwRJZmnu","domain_4"
"1557","https://t.co/K2tBES65oa","domain_2"
"1558","https://t.co/31tGtLz3YA","domain_63"
"1559","https://t.co/C7rcO2eMwF","domain_2"
"1560","https://t.co/n2ucNzh38P","domain_445"
"1561","https://t.co/VU8fWYMw5r","domain_2"
"1562","https://t.co/G5dO2X6226","domain_446"
"1563","https://t.co/93DM6gnWwC","domain_447"
"1564","https://t.co/31tGtLz3YA","domain_63"
"1565","https://t.co/1labI2Sg2b","domain_2"
"1566","https://t.co/j6CfwUKofE","domain_101"
"1567","https://t.co/iXW2cUTk1C","domain_448"
"1568","https://t.co/DRfKarLz1d","domain_369"
"1569","https://t.co/ss1zL36y9V","domain_4"
"1570","https://t.co/Z9Zj3KxwYU","domain_2"
"1571","https://t.co/ZztbVjYPN1","domain_2"
"1572","https://t.co/WcFpZNsN9u","domain_2"
"1573","https://t.co/bTUs5jejuy","domain_449"
"1574","https://t.co/zrTfxLuk6R","domain_2"
"1575","https://t.co/zildpvKNXP","domain_450"
"1576","https://t.co/5yDb4s13pF","domain_2"
"1577","https://t.co/SiKkg0FPhR","domain_451"
"1578","https://t.co/JFyfZDdLrN","domain_2"
"1579","https://t.co/waCtT18gdA","domain_2"
"1580","https://t.co/mR9KcGpIwM","domain_92"
"1581","https://t.co/Aawmx5w9sh","domain_4"
"1582","https://t.co/aqinaVl1b6","domain_222"
"1583","https://t.co/pAztDblgYk","domain_2"
"1584","https://t.co/vqU1Y31hKU","domain_64"
"1585","https://t.co/En3hKXQdD9","domain_14"
"1586","https://t.co/nOnm8C6L8P","domain_452"
"1587","https://t.co/BDsgF1CfaX","domain_452"
"1588","https://t.co/8H2SP6Ze3o","domain_2"
"1589","https://t.co/kEE1tyTZ15","domain_452"
"1590","https://t.co/mB3MJevBb0","domain_2"
"1591","https://t.co/WF9GMhjh2M","domain_453"
"1592","https://t.co/dLgNUuuUYn","domain_454"
"1593","https://t.co/jvkYzNDtja","domain_455"
"1594","https://t.co/JixScpMdUD","domain_452"
"1595","https://t.co/MulRUifnN1","domain_4"
"1596","https://t.co/GeTu7SfBJ1","domain_2"
"1597","https://t.co/tYDXauuEnQ","domain_456"
"1598","https://t.co/hlD5xLYwBn","domain_457"
"1599","https://t.co/7n9qqkQIl3","domain_458"
"1600","https://t.co/LMWKjsYCgj","domain_459"
"1601","https://t.co/USQZ0OTfNe","domain_2"
"1602","https://t.co/OmpzUyAsle","domain_456"
"1603","https://t.co/K3pnNktlXh","domain_151"
"1604","https://t.co/B5OKgpSpbH","domain_460"
"1605","https://t.co/gwESgesZxV","domain_461"
"1606","https://t.co/ECd7HiZja1","domain_4"
